,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,WeightClassLabel,BlueHeight,BlueReach,RedHeight,RedReach,ROver35,BOver35,RWinPct,BWinPct,RedStrikingRatio,BlueStrikingRatio,RedTotalFights,BlueTotalFights,RedIsGrappler,BlueIsGrappler,RedIsStriker,BlueIsStriker,RGrapplerVBStriker,BGrapplerVRStriker,RedStrikingEfficiency,BlueStrikingEfficiency,RedTDEfficiency,BlueTDEfficiency,RedEffectiveTD,BlueEffectiveTD,EffectiveTDDif,RedSize,BlueSize,Favorite,FavoriteWins,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_TKO_Doctor_Stoppage_diff,odds_diff,ev_diff
2364,787,1397,-137.0,127.0,72.9927,127.0,Brazil,Blue,False,5,1,3,1,0,0,4.86,0.57,1.9,1.06,0.38,5,5,20,0,0,0,0,3,4,0,7,Orthodox,205,1,0,0,5.17,0.69,2.3,0.75,1.0,3,1,4,0,0,0,0,3,0,0,3,Orthodox,205,27,28,0,0,2,4,-4,16,0,0,4,-7.62,-12.7,-1,-0.31,-0.4,0.31,1.0,12.0,10.0,,,,,,10.0,,,,,,,,,,,,,12.0,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,700.0,800.0,800.0,360.0,125.0,310.0,Catch Weight,75.0,77.0,78.0,82.0,0,0,0.75,0.5833333333333334,0.5154536390827517,0.48454636091724823,4,12,0,0,0,0,0,0,3.5672999999999995,2.7702,0.75,0.40280000000000005,3.0666666666666664,1.792452830188679,-1.2742138364779874,160.0,152.0,Red,0,0,-0.12,-0.62,0,0,0,0,264.0,54.0073
2365,536,903,-160.0,150.0,62.5,150.0,Brazil,Red,False,6,1,3,0,3,0,5.43,0.5,0.0,0.0,0.0,3,6,39,0,0,1,5,3,0,0,10,Orthodox,155,0,1,0,3.09,0.44,0.5,1.08,0.45,7,6,50,0,0,1,7,4,2,0,14,Southpaw,155,41,34,0,2,-4,-4,0,-11,0,-1,-2,-2.54,-5.08,7,2.34,-0.5,-1.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,170.0,195.0,700.0,2500.0,340.0,700.0,Lightweight,68.0,68.0,69.0,70.0,1,0,0.7,0.625,0.3626760563380282,0.6373239436619719,20,16,0,0,0,0,0,0,1.3596,2.715,0.48600000000000004,0.0,0.4629629629629629,,,139.0,136.0,Red,1,0,0.06,-0.45,0,0,-2,0,310.0,87.5
2366,858,217,-150.0,140.0,66.6667,140.0,Brazil,Blue,False,3,1,3,0,1,1,3.12,0.34,0.6,2.02,0.43,3,2,20,0,0,1,1,0,2,0,4,Orthodox,125,1,0,0,1.38,0.38,0.6,1.95,0.39,4,5,34,0,0,0,6,0,3,0,9,Orthodox,125,34,26,1,1,-1,-5,3,-14,0,0,-1,5.08,7.62,8,1.74,0.0,0.07,1.0,5.0,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,5.0,,Red,U-DEC,,3.0,5:00,900.0,105.0,230.0,500.0,1200.0,1600.0,650.0,Featherweight,67.0,70.0,65.0,67.0,0,0,0.6428571428571429,0.6666666666666666,0.30666666666666664,0.6933333333333334,14,6,0,0,0,0,0,0,0.5244,1.0608000000000002,0.7605,0.8686,0.3076923076923077,0.297029702970297,-0.010662604722010693,132.0,137.0,Red,0,1,-0.03999999999999998,0.03999999999999998,0,1,-5,0,290.0,73.3333
2367,82,1499,-345.0,315.0,28.9855,315.0,Brazil,Red,False,12,0,3,0,1,1,3.01,0.41,0.3,1.38,0.27,1,6,35,0,0,2,3,0,1,0,6,Orthodox,115,0,2,0,4.29,0.38,1.4,2.71,0.57,2,0,5,0,0,0,1,0,1,0,2,Orthodox,115,26,34,0,-1,-1,4,-6,30,0,0,0,2.54,-7.62,-8,-1.28,-1.1,-1.33,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-155.0,400.0,425.0,1600.0,800.0,1400.0,Women's Featherweight ,64.0,63.0,63.0,66.0,0,0,1.0,0.5,0.5876712328767123,0.41232876712328764,2,12,0,0,0,0,0,0,1.6302,1.2340999999999998,1.5446999999999997,0.3726,0.5166051660516605,0.2173913043478261,-0.2992138617038344,129.0,127.0,Red,1,1,0.02999999999999997,-0.29999999999999993,0,2,2,0,660.0,286.0145
2368,490,41,-122.0,112.0,81.9672,112.0,Brazil,Red,False,8,1,3,1,0,0,3.62,0.42,0.0,0.33,0.33,2,1,9,0,0,0,2,0,0,0,2,Orthodox,170,1,0,0,4.18,0.39,0.6,0.45,0.14,7,2,22,0,0,1,2,3,1,0,7,Orthodox,170,33,35,0,0,-5,-5,1,-13,0,-3,-1,-7.62,-7.62,-2,-0.56,-0.6,-0.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,165.0,270.0,900.0,1800.0,450.0,320.0,Women's Strawweight,68.0,70.0,71.0,73.0,0,0,0.7777777777777778,0.6666666666666666,0.5358974358974359,0.4641025641025641,9,3,0,0,0,0,0,0,1.6301999999999999,1.5204,0.06300000000000001,0.10890000000000001,1.3333333333333333,0.0,-1.3333333333333333,144.0,138.0,Red,1,0,0.02999999999999997,0.19,0,-1,0,0,234.0,30.032799999999995
2369,1093,1236,-140.0,130.0,71.4286,130.0,Brazil,Blue,False,11,0,3,0,1,0,3.25,0.25,0.5,0.33,0.14,2,3,19,0,0,1,2,0,1,0,4,Orthodox,125,0,1,0,2.24,0.34,3.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,135,28,28,0,0,1,3,-3,18,0,0,0,2.54,2.54,0,1.01,-2.5,0.33,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,165.0,175.0,400.0,1800.0,1000.0,1000.0,Women's Bantamweight,67.0,67.0,66.0,66.0,0,0,1.0,0.5714285714285714,0.4080145719489982,0.5919854280510018,1,7,0,0,0,0,0,0,0.7616000000000002,0.8125,0.0,0.046200000000000005,inf,1.5151515151515151,-inf,132.0,134.0,Red,0,0,-0.09000000000000002,0.14,0,1,2,0,270.0,58.5714
2370,217,473,-110.0,100.0,90.9091,100.0,Brazil,Blue,False,3,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,125,1,0,0,1.54,0.4,0.0,2.31,0.18,0,1,3,0,0,0,0,0,0,0,0,Orthodox,135,29,27,1,0,0,0,1,-3,0,0,0,2.54,7.62,2,-1.54,0.0,-2.31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,165.0,400.0,400.0,450.0,1000.0,300.0,Featherweight,65.0,68.0,64.0,65.0,0,0,0.0,,1.0,0.0,1,0,0,0,0,0,0,0,0.6160000000000001,0.0,0.4158,0.0,0.0,,,129.0,133.0,Red,0,0,-0.4,-0.18,0,0,0,0,210.0,9.090900000000005
2371,1573,175,-155.0,145.0,64.5161,145.0,Brazil,Blue,False,9,0,3,0,1,0,2.72,0.26,4.3,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,135,0,1,0,1.9,0.45,0.8,0.8,1.0,1,3,9,0,0,0,0,0,1,0,1,Southpaw,125,24,28,0,0,0,0,3,-7,0,0,0,12.7,25.4,-4,0.82,3.5,-0.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,220.0,320.0,380.0,650.0,450.0,550.0,Women's Flyweight,69.0,74.0,64.0,64.0,0,0,0.25,1.0,0.4112554112554112,0.5887445887445888,4,1,0,0,0,0,0,0,0.855,0.7072,0.8,0.0,1.0,inf,inf,128.0,143.0,Red,0,0,-0.19,-1.0,0,0,0,0,300.0,80.4839
2372,638,1889,-260.0,240.0,38.4615,240.0,USA,Red,True,7,1,5,2,0,0,3.71,0.49,0.0,1.79,0.31,8,4,40,2,0,1,1,7,0,0,9,Southpaw,185,0,7,0,4.46,0.5,0.4,0.0,0.0,7,0,21,2,0,1,3,3,0,0,7,Switch,185,30,42,-2,-7,1,2,-4,19,0,4,0,-10.16,-17.78,-12,-0.75,-0.4,1.79,0.0,3.0,0.0,,,,,,,0.0,,,,,,6.0,,,,,,,3.0,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,200.0,750.0,2800.0,1450.0,160.0,285.0,Bantamweight,72.0,73.0,76.0,80.0,0,1,1.0,0.6923076923076923,0.5458996328029376,0.4541003671970624,7,13,0,0,0,0,0,0,2.23,1.8178999999999998,0.0,0.5549000000000001,inf,0.0,-inf,156.0,145.0,Red,1,0,-0.010000000000000009,0.31,0,0,-2,0,500.0,201.5385
2373,1609,866,-185.0,170.0,54.0541,170.0,USA,Red,True,12,0,5,0,1,0,6.18,0.47,0.1,0.3,0.62,8,3,50,9,0,1,7,2,0,0,10,Orthodox,115,0,4,0,6.22,0.49,0.9,1.75,0.3,4,0,8,1,0,0,2,1,1,0,4,Switch,115,30,32,0,-3,4,6,-3,42,8,1,-1,5.08,5.08,-2,-0.04,-0.8,-1.45,0.0,4.0,0.0,,,0.0,,,,,,,,,,3.0,,,4.0,,,,,,,,,,5.0,Red,S-DEC,,5.0,5:00,1500.0,,250.0,,1800.0,,640.0,Women's Featherweight ,66.0,65.0,64.0,63.0,0,0,1.0,0.7692307692307693,0.5016129032258065,0.49838709677419357,4,13,0,0,1,1,0,0,3.0477999999999996,2.9046,0.525,0.186,0.5142857142857143,0.33333333333333337,-0.18095238095238098,127.0,131.0,Red,1,0,-0.020000000000000018,0.32,0,1,5,0,355.0,115.9459
2374,165,526,-162.0,152.0,61.7284,152.0,USA,Red,False,6,1,3,0,3,0,3.98,0.52,0.0,1.67,0.3,3,1,18,0,0,1,4,0,0,0,5,Orthodox,155,0,3,1,3.95,0.49,0.9,1.77,0.34,5,4,33,0,0,1,4,1,5,0,11,Southpaw,155,30,31,0,0,-2,-6,3,-15,0,-1,-5,-2.54,-5.08,-1,0.03,-0.9,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,1:00,360.0,190.0,270.0,240.0,1800.0,1200.0,450.0,Lightweight,69.0,70.0,70.0,72.0,0,0,0.7333333333333333,0.8333333333333334,0.4981084489281211,0.501891551071879,15,6,0,0,0,0,0,0,1.9355,2.0696,0.6018,0.501,0.5084745762711864,0.0,-0.5084745762711864,142.0,139.0,Red,1,-1,0.030000000000000027,-0.040000000000000036,0,0,0,0,314.0,90.2716
2375,1189,1112,157.0,-167.0,157.0,59.8802,USA,Red,False,8,1,3,0,3,0,4.9,0.43,0.0,1.24,0.36,4,3,29,0,0,1,2,6,0,0,9,Orthodox,170,1,0,0,3.86,0.46,0.3,2.62,0.46,7,6,52,0,0,1,7,5,1,0,14,Orthodox,170,32,31,1,3,-3,-5,3,-23,0,1,-1,-7.62,-22.86,1,1.04,-0.3,-1.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,240.0,270.0,1200.0,1600.0,1200.0,160.0,Women's Strawweight,72.0,71.0,75.0,80.0,0,0,0.7,0.75,0.4406392694063927,0.5593607305936074,20,12,0,0,0,0,0,0,1.7756,2.107,1.2052,0.44639999999999996,0.11450381679389311,0.0,-0.11450381679389311,155.0,143.0,Blue,0,0,-0.030000000000000027,-0.10000000000000003,0,0,-5,0,-324.0,-97.1198
2376,51,1263,-125.0,115.0,80.0,115.0,USA,Red,False,8,1,3,1,0,0,4.22,0.49,0.6,1.89,0.54,1,5,22,0,1,0,1,1,0,0,3,Orthodox,170,3,0,0,2.9,0.5,0.7,2.86,0.39,3,6,36,0,0,0,2,4,3,0,9,Orthodox,170,32,34,2,0,-2,-6,1,-14,0,-3,-3,0.0,0.0,-2,1.32,-0.1,-0.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,270.0,240.0,450.0,950.0,320.0,450.0,Women's Strawweight,71.0,76.0,71.0,76.0,0,0,0.6,0.375,0.4073033707865169,0.5926966292134832,15,8,0,0,0,0,0,0,1.45,2.0677999999999996,1.1154,1.0206,0.24475524475524477,0.31746031746031744,0.07270507270507268,147.0,147.0,Red,1,0,-0.010000000000000009,0.15000000000000002,1,0,-1,0,240.0,35.0
2377,1409,945,-330.0,300.0,30.303,300.0,USA,Red,False,0,1,3,0,1,0,3.49,0.47,0.7,2.64,0.45,4,2,18,0,0,0,4,0,1,0,5,Orthodox,135,0,2,0,6.75,0.56,1.3,1.31,0.5,2,0,6,0,0,0,2,0,0,0,2,Switch,135,25,29,0,-1,2,3,-2,12,0,0,1,-7.62,-7.62,-4,-3.26,-0.6,1.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:02,122.0,190.0,435.0,300.0,1440.0,250.0,1425.0,Flyweight,68.0,69.0,71.0,72.0,0,0,1.0,0.7142857142857143,0.6591796875,0.3408203125,2,7,0,0,1,0,0,0,3.7800000000000002,1.6403,0.655,1.1880000000000002,0.9923664122137404,0.26515151515151514,-0.7272148970622253,143.0,137.0,Red,1,0,-0.09000000000000008,-0.04999999999999999,0,0,2,0,630.0,269.697
2378,1055,163,-215.0,195.0,46.5116,195.0,USA,Red,False,6,1,3,0,1,0,3.17,0.41,0.0,1.5,0.6,1,1,6,0,0,0,1,0,0,0,1,Orthodox,155,0,1,0,18.33,0.75,0.0,12.5,0.5,1,0,1,0,0,0,0,1,0,0,1,Orthodox,155,35,28,0,0,0,0,-1,5,0,-1,0,5.08,-2.54,7,-15.16,0.0,-11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,115.0,330.0,500.0,950.0,364.0,1190.0,Lightweight,70.0,71.0,68.0,72.0,0,0,1.0,0.5,0.8525581395348837,0.1474418604651163,1,2,1,0,1,0,0,0,13.747499999999999,1.2996999999999999,6.25,0.8999999999999999,0.0,0.0,0.0,140.0,141.0,Red,1,0,-0.34,0.09999999999999998,0,0,1,0,410.0,148.4884
2379,1346,1624,-570.0,480.0,17.5439,480.0,USA,Red,False,7,1,3,0,1,0,4.29,0.48,0.0,2.8,0.41,1,2,6,0,0,0,1,0,0,0,1,Orthodox,205,0,1,0,1.91,0.46,1.6,4.77,0.42,1,0,2,0,0,0,0,0,1,0,1,Orthodox,185,30,33,0,0,0,0,-2,4,0,0,-1,2.54,12.7,-3,2.38,-1.6,-1.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1.0,2:58,178.0,475.0,1250.0,-230.0,2500.0,780.0,850.0,Bantamweight,73.0,78.0,72.0,73.0,0,0,1.0,0.3333333333333333,0.30806451612903224,0.6919354838709677,1,3,1,0,0,0,0,0,0.8786,2.0592,2.0033999999999996,1.148,0.33542976939203356,0.0,-0.33542976939203356,145.0,151.0,Red,1,0,0.019999999999999962,-0.010000000000000009,0,0,1,0,1050.0,462.4561
2380,559,491,125.0,-135.0,125.0,74.0741,USA,Red,False,7,1,3,1,0,0,6.6,0.47,0.0,3.0,0.33,1,1,6,0,0,0,1,0,0,0,1,Orthodox,185,1,0,0,2.73,0.42,1.8,2.56,0.41,2,4,18,0,0,0,0,1,4,0,5,Southpaw,185,32,30,0,0,-1,-4,3,-12,0,-1,-4,-17.78,-17.78,2,3.87,-1.8,0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3.0,2:13,733.0,450.0,160.0,225.0,1575.0,1035.0,345.0,Bantamweight,66.0,70.0,73.0,77.0,0,0,0.5555555555555556,0.5,0.29260450160771706,0.7073954983922829,9,2,0,0,0,1,0,0,1.1465999999999998,3.102,1.0495999999999999,0.99,0.703125,0.0,-0.703125,150.0,136.0,Blue,0,0,0.04999999999999999,-0.07999999999999996,0,0,1,0,-260.0,-50.9259
2381,670,659,-170.0,160.0,58.8235,160.0,USA,Blue,False,2,1,3,0,1,0,3.33,0.52,0.0,0.51,0.33,1,0,3,0,0,1,0,0,0,0,1,Orthodox,145,0,0,0,8.27,0.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,145,30,31,0,1,1,1,0,3,0,0,0,5.08,0.0,-1,-4.94,0.0,0.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,240.0,285.0,275.0,1700.0,450.0,400.0,Heavyweight,72.0,74.0,70.0,74.0,0,0,,1.0,0.7129310344827586,0.28706896551724137,0,1,0,0,1,0,0,0,5.6236,1.7316,0.0,0.1683,,0.0,,144.0,146.0,Red,0,0,-0.16000000000000003,0.33,0,1,0,0,330.0,101.1765
2382,375,679,-120.0,110.0,83.3333,110.0,USA,Red,False,0,1,3,1,0,0,2.8,0.52,0.3,2.8,0.5,1,3,11,0,0,0,2,0,0,0,2,Southpaw,135,1,0,0,5.67,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,135,30,40,0,0,1,2,-2,8,0,0,0,-2.54,-5.08,-10,-2.87,0.3,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:01,181.0,285.0,215.0,425.0,1360.0,405.0,455.0,Flyweight,66.0,68.0,67.0,70.0,0,1,0.0,0.4,0.6694214876033059,0.3305785123966942,1,5,0,0,0,0,0,0,2.0412,1.456,0.0,1.4,,0.10714285714285714,,137.0,134.0,Red,1,0,0.16000000000000003,0.5,0,0,2,0,230.0,26.666700000000006
2383,815,479,-150.0,130.0,66.6667,130.0, USA,Blue,True,3,1,5,0,2,0,2.44,0.52,2.4,1.78,0.47,4,1,16,0,0,1,1,3,1,0,6,Orthodox,125,0,3,0,3.46,0.33,0.6,1.53,0.31,6,5,65,2,0,1,10,6,3,0,21,Southpaw,125,35,32,0,-1,-2,-15,4,-49,-2,-3,-2,2.54,7.62,3,-1.02,1.8,0.25,0.0,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,Red,KO/TKO,Punch,2.0,1:54,414.0,145.0,380.0,650.0,1200.0,500.0,325.0,Featherweight,65.0,68.0,64.0,65.0,0,0,0.8076923076923077,0.8571428571428571,0.5864406779661017,0.4135593220338983,26,7,0,0,0,0,0,0,1.1418000000000001,1.2688,0.4743,0.8366,0.392156862745098,1.348314606741573,0.956157743996475,129.0,133.0,Red,0,0,0.19,0.15999999999999998,0,0,-9,0,280.0,63.333299999999994
2384,521,1912,-870.0,585.0,11.4943,585.0, USA,Red,False,10,0,3,1,0,0,0.51,0.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,145,1,0,0,3.26,0.51,0.8,0.82,0.1,1,1,4,0,0,0,0,0,1,0,1,Orthodox,145,29,33,0,0,-1,-1,0,-3,0,0,-1,5.08,10.16,-4,-2.75,-0.8,-0.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:37,217.0,340.0,975.0,-170.0,2550.0,600.0,1500.0,Middleweight,68.0,72.0,66.0,68.0,0,0,0.5,0.0,0.8647214854111406,0.13527851458885942,2,1,0,0,0,0,0,0,1.6625999999999999,0.20400000000000001,0.082,0.0,0.9756097560975611,,,134.0,140.0,Red,1,0,-0.10999999999999999,-0.1,0,0,0,0,1455.0,573.5057
2385,629,1164,185.0,-225.0,185.0,44.4444, USA,Blue,False,5,1,3,0,3,0,3.32,0.56,0.0,0.69,0.33,3,1,10,0,0,0,1,2,0,0,3,Orthodox,205,0,1,0,5.27,0.39,0.0,2.62,0.71,2,3,14,0,0,0,1,3,0,0,4,Southpaw,205,26,27,0,2,1,-1,2,-4,0,-1,0,5.08,0.0,-1,-1.95,0.0,-1.93,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:38,38.0,1200.0,205.0,1400.0,600.0,245.0,250.0,Catch Weight,75.0,75.0,73.0,75.0,0,0,0.5714285714285714,0.75,0.6135040745052386,0.38649592549476136,7,4,0,0,0,0,0,0,2.0553,1.8592000000000002,1.8602,0.22769999999999999,0.0,0.0,0.0,148.0,150.0,Blue,1,0,0.17000000000000004,-0.37999999999999995,0,0,0,0,-410.0,-140.5556
2386,1094,1410,-245.0,205.0,40.8163,205.0, USA,Red,False,10,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,135,0,1,0,1.8,0.46,0.6,0.64,0.5,1,2,6,0,0,0,0,1,1,0,2,Orthodox,145,30,29,0,-1,-1,-2,2,-6,0,-1,-1,-12.7,-12.7,1,-1.8,-0.6,-0.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:31,211.0,280.0,475.0,700.0,470.0,160.0,1675.0,Middleweight,67.0,67.0,72.0,72.0,0,0,0.5,,1.0,0.0,4,0,0,0,0,0,0,0,0.8280000000000001,0.0,0.32,0.0,0.9375,,,144.0,134.0,Red,1,0,-0.46,-0.5,0,0,0,0,450.0,164.1837
2387,576,465,-475.0,380.0,21.0526,380.0, USA,Red,False,2,1,3,0,0,0,6.85,0.54,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,145,0,2,0,3.76,0.46,2.1,5.23,0.45,2,0,5,0,0,0,1,0,1,0,2,Switch,145,26,29,0,-2,-2,-2,0,-5,0,0,-1,-7.62,-5.08,-3,3.09,-2.1,-5.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,1:38,398.0,475.0,700.0,-110.0,700.0,300.0,1200.0,Heavyweight,67.0,70.0,70.0,72.0,0,0,1.0,,0.354382657869934,0.6456173421300659,2,0,1,0,0,1,1,0,1.7296,3.699,2.3535000000000004,0.0,0.40152963671128106,,,142.0,137.0,Red,1,0,0.08000000000000002,-0.45,0,0,-1,0,855.0,358.9474
2388,547,1086,-130.0,110.0,76.9231,110.0, USA,Blue,False,0,1,3,0,0,0,18.26,0.56,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,135,1,0,0,0.53,0.5,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,Orthodox,135,25,24,1,0,0,0,1,-3,0,0,0,5.08,-1.34,1,17.73,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,190.0,210.0,575.0,665.0,500.0,625.0,Flyweight,68.0,70.47244094488188,66.0,71.0,0,0,0.0,,0.0282064928153273,0.9717935071846726,1,0,0,0,0,1,0,0,0.265,10.225600000000002,0.16,0.0,0.0,,,137.0,138.4724409448819,Red,0,0,0.06000000000000005,-0.16,0,0,0,0,240.0,33.076899999999995
2389,198,1781,110.0,-130.0,110.0,76.9231, USA,Red,False,7,1,3,0,1,0,3.85,0.49,0.3,0.0,0.0,3,1,9,0,0,0,1,3,0,0,4,Southpaw,185,0,1,0,2.0,0.53,6.2,3.74,0.42,1,0,2,0,0,0,0,0,1,0,1,Orthodox,185,24,28,0,0,2,3,-1,7,0,3,-1,2.54,-5.08,-4,1.85,-5.9,-3.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:47,287.0,325.0,240.0,325.0,475.0,1500.0,325.0,Bantamweight,75.0,73.0,74.0,75.0,0,0,1.0,0.8,0.3418803418803419,0.6581196581196582,1,5,1,0,0,0,0,0,1.06,1.8865,1.5708,0.0,1.6577540106951871,inf,inf,149.0,148.0,Blue,0,0,-0.040000000000000036,-0.42,0,0,1,0,-240.0,-33.076899999999995
2390,984,1699,-270.0,230.0,37.037,230.0, USA,Red,False,6,1,3,0,0,0,8.89,0.55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,155,1,0,0,3.7,0.45,1.0,1.25,0.31,2,2,13,0,0,0,1,1,1,0,3,Southpaw,155,26,27,1,0,-2,-3,2,-13,0,-1,-1,-7.62,0.0,-1,5.19,-1.0,-1.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,155.0,,300.0,,470.0,,Lightweight,72.0,75.0,75.0,75.0,0,0,0.6,,0.29388403494837173,0.7061159650516283,5,0,0,0,0,1,0,0,1.665,4.889500000000001,0.3875,0.0,0.8,,,150.0,147.0,Red,1,0,0.10000000000000003,-0.31,0,0,-1,0,500.0,192.963
2391,1033,1649,100.0,-120.0,100.0,83.3333, USA,Red,False,4,1,3,0,1,0,2.65,0.53,1.6,9.93,0.75,1,1,3,0,0,0,0,0,1,0,1,Orthodox,260,2,0,0,3.61,0.51,0.1,1.48,0.61,3,5,25,0,0,0,2,2,0,0,4,Orthodox,249,34,35,2,1,-2,-3,4,-22,0,-2,1,0.0,0.0,-1,-0.96,1.5,8.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,345.0,,600.0,,325.0,,Light Heavyweight,75.0,78.0,75.0,78.0,0,0,0.4444444444444444,0.5,0.5766773162939297,0.4233226837060703,9,2,0,1,0,0,0,0,1.8411,1.4045,0.9027999999999999,7.4475,0.06756756756756757,0.16112789526686808,0.0935603276993005,153.0,153.0,Blue,0,0,0.020000000000000018,0.14,0,0,-2,0,-220.0,-16.666700000000006
